VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Sans réceptacle;Sans réceptacle;FMA-VC;F3-7-02;10,26;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Absorbant;Absorbant;MA-VL;F2-2-03;80,5;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 59Ni, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Amiante;Amiante;TFA;TFA-02;3386,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Bois seul, flexel;Bois seul, flexel;TFA;TFA-02;0,3686;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Filtre de ventilation;Filtre de ventilation;TFA;TFA-02;2,9855;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Gravats;Gravats;TFA;TFA-02;3190,2338;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Métaux ferreux;Métaux ferreux;TFA;TFA-02;1684,83;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Métaux non ferreux;Métaux non ferreux;TFA;TFA-02;0,9177;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Plastiques, caoutchouc;Plastiques, caoutchouc;TFA;TFA-02;23,8;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Silice, sable, corindon, grenaille;Silice, sable, corindon, grenaille;TFA;TFA-02;0,1005;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Casiers parois pleines 1 m3;Casiers parois pleines 1 m3;TFA;TFA-02;8,1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON A - EN DECONSTRUCTION;;Fût métallique 200 Litres;Fût métallique 200 Litres;TFA;TFA-02;1,845;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 55Fe, 60Co, 63Ni
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Plastiques, caoutchouc;Plastiques, caoutchouc;FMA-VC;F3-01b;5,7456;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Filtre de ventilation;Filtre de ventilation;FMA-VC;F3-2-15;15,7796;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Métaux ferreux;Métaux ferreux;FMA-VC;F3-2-15;27,265;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Métaux non ferreux;Métaux non ferreux;FMA-VC;F3-2-15;1,953;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Caisson métallique 10 m3;Caisson métallique 10 m3;FMA-VC;F3-2-15;8,5;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Caisson métallique 5 m3;Caisson métallique 5 m3;FMA-VC;F3-2-15;8,12;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Bois seul, flexel;Bois seul, flexel;FMA-VC;F3-7-01;0,04522;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Boues séchées;Boues séchées;FMA-VC;F3-7-01;1,38054;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Plastiques, caoutchouc;Plastiques, caoutchouc;FMA-VC;F3-7-01;0,43092;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Résines échangeuses d'ions APG;Résines échangeuses d'ions APG;FMA-VC;F3-7-01;0,04788;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Fût plastique 200 Litres;Fût plastique 200 Litres;FMA-VC;F3-7-01;1,632;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Métaux ferreux;Métaux ferreux;FMA-VC;F3-7-02;0,9709;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Bloc béton;Bloc béton;MA-VL;DIV2-02;1,421;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni, 90Sr, 137Cs, 241Pu
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Chemise graphite;Chemise graphite;MA-VL;DIV2-02;2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni, 90Sr, 137Cs, 241Pu
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Galette inox;Galette inox;MA-VL;DIV2-02;2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni, 90Sr, 137Cs, 241Pu
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Mélange de déchets technologiques;Mélange de déchets technologiques;MA-VL;DIV2-02;6,036;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni, 90Sr, 137Cs, 241Pu
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Amiante;Amiante;TFA;TFA-02;52,1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Bois seul, flexel;Bois seul, flexel;TFA;TFA-02;1,2998;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Déchets électriques et électroniques;Déchets électriques et électroniques;TFA;TFA-02;0,24;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Filtre de ventilation;Filtre de ventilation;TFA;TFA-02;4,9474;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Gravats;Gravats;TFA;TFA-02;23,653;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Métaux ferreux;Métaux ferreux;TFA;TFA-02;118,6815;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Métaux non ferreux;Métaux non ferreux;TFA;TFA-02;21,4291;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Plastiques, caoutchouc;Plastiques, caoutchouc;TFA;TFA-02;54;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Terre;Terre;TFA;TFA-02;0,09;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Casiers parois pleines 1 m3;Casiers parois pleines 1 m3;TFA;TFA-02;2,7;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON AMI - EN DECONSTRUCTION;;Casiers parois pleines 2 m3;Casiers parois pleines 2 m3;TFA;TFA-02;8,31;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe, 60Co, 63Ni, 137Cs
AVOINE;37;37011;CHINON B - CNPE;;Filtres d'eau;Filtres d'eau;FMA-VC;F3-01b;3,2214;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Plastiques, caoutchouc;Plastiques, caoutchouc;FMA-VC;F3-01b;9,048;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Fût métallique 200 Litres;Fût métallique 200 Litres;FMA-VC;F3-01b;13,231;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Boues de décantation;Boues de décantation;FMA-VC;F3-2-02;98,412;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Coque béton C1;Coque béton C1;FMA-VC;F3-2-02;52;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Résines actives;Résines actives;FMA-VC;F3-2-03;105,3208;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Chambre RPN;Chambre RPN;FMA-VC;F3-2-05;0,8386;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Filtres d'eau;Filtres d'eau;FMA-VC;F3-2-05;29,9085;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Métaux ferreux;Métaux ferreux;FMA-VC;F3-2-05;241,6366;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Plastiques, caoutchouc;Plastiques, caoutchouc;FMA-VC;F3-2-05;29,3712;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Coque béton C4;Coque béton C4;FMA-VC;F3-2-05;7,38;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Coque béton C1;Coque béton C1;FMA-VC;F3-2-05;86;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Métaux non ferreux;Métaux non ferreux;FMA-VC;F3-2-15;26,2276;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Concentrats;Concentrats;FMA-VC;F3-7-01;63,945;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Liquides organiques (yc lnstagel);Liquides organiques (yc lnstagel);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Plastiques, caoutchouc;Plastiques, caoutchouc;FMA-VC;F3-7-01;4,31452;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Solvants;Solvants;FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Boues pompables;Boues pompables;FMA-VC;F3-7-01;0,532;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Huiles;Huiles;FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Fût plastique 200 Litres;Fût plastique 200 Litres;FMA-VC;F3-7-01;3,376;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Métaux ferreux;Métaux ferreux;FMA-VC;F3-7-02;38,27828;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Caisson l'Hotelier;Caisson l'Hotelier;FMA-VC;F3-7-02;64,8;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Caissons métalliques de 1 m3;Caissons métalliques de 1 m3;FMA-VC;F3-7-02;0,31;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni, 110mAg, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Caisse CENTRACO 4 m3;Caisse CENTRACO 4 m3;FMA-VC;F3-7-02;0,804;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Caissons métalliques de 7,5 m3;Caissons métalliques de 7,5 m3;FMA-VC;F3-7-02;3,255;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Caisse SAVEC 8 m3;Caisse SAVEC 8 m3;FMA-VC;F3-7-02;13,132;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
AVOINE;37;37011;CHINON B - CNPE;;Crayons absorbants (AIC, pyrex, inox);Crayons absorbants (AIC, pyrex, inox);MA-VL;F2-2-03;63,279;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
